bridge_key,score,match_type,bridge_classification,native_value,layers,bridge_paths,native_locations
fl_eyelids_NL_XMX_D_U,155,exact,morph_candidate,fl_eyelids_NL_XMX_D_U,flesh,$.entries[159].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NL_XMX_N_W,155,exact,morph_candidate,fl_eyelids_NL_XMX_N_W,flesh,$.entries[161].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NL_XMX_R_A,155,exact,morph_candidate,fl_eyelids_NL_XMX_R_A,flesh,$.entries[160].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ICX_D_U,155,exact,morph_candidate,fl_eyelids_NR_ICX_D_U,flesh,$.entries[118].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ICX_N_W,155,exact,morph_candidate,fl_eyelids_NR_ICX_N_W,flesh,$.entries[120].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ICX_R_A,155,exact,morph_candidate,fl_eyelids_NR_ICX_R_A,flesh,$.entries[119].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ILX_D_U,155,exact,morph_candidate,fl_eyelids_NR_ILX_D_U,flesh,$.entries[124].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ILX_N_W,155,exact,morph_candidate,fl_eyelids_NR_ILX_N_W,flesh,$.entries[126].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_ILX_R_A,155,exact,morph_candidate,fl_eyelids_NR_ILX_R_A,flesh,$.entries[125].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_IMX_D_U,155,exact,morph_candidate,fl_eyelids_NR_IMX_D_U,flesh,$.entries[130].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_IMX_N_W,155,exact,morph_candidate,fl_eyelids_NR_IMX_N_W,flesh,$.entries[132].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_IMX_R_A,155,exact,morph_candidate,fl_eyelids_NR_IMX_R_A,flesh,$.entries[131].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SCX_D_U,155,exact,morph_candidate,fl_eyelids_NR_SCX_D_U,flesh,$.entries[138].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SCX_F,155,exact,morph_candidate,fl_eyelids_NR_SCX_F,flesh,$.entries[137].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SCX_N_W,155,exact,morph_candidate,fl_eyelids_NR_SCX_N_W,flesh,$.entries[140].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SCX_R_A,155,exact,morph_candidate,fl_eyelids_NR_SCX_R_A,flesh,$.entries[139].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SLX_D_U,155,exact,morph_candidate,fl_eyelids_NR_SLX_D_U,flesh,$.entries[144].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SLX_N_W,155,exact,morph_candidate,fl_eyelids_NR_SLX_N_W,flesh,$.entries[146].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SLX_R_A,155,exact,morph_candidate,fl_eyelids_NR_SLX_R_A,flesh,$.entries[145].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SMX_D_U,155,exact,morph_candidate,fl_eyelids_NR_SMX_D_U,flesh,$.entries[150].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SMX_N_W,155,exact,morph_candidate,fl_eyelids_NR_SMX_N_W,flesh,$.entries[152].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_SMX_R_A,155,exact,morph_candidate,fl_eyelids_NR_SMX_R_A,flesh,$.entries[151].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XLX_D_U,155,exact,morph_candidate,fl_eyelids_NR_XLX_D_U,flesh,$.entries[156].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XLX_N_W,155,exact,morph_candidate,fl_eyelids_NR_XLX_N_W,flesh,$.entries[158].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XLX_R_A,155,exact,morph_candidate,fl_eyelids_NR_XLX_R_A,flesh,$.entries[157].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XMX_D_U,155,exact,morph_candidate,fl_eyelids_NR_XMX_D_U,flesh,$.entries[162].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XMX_N_W,155,exact,morph_candidate,fl_eyelids_NR_XMX_N_W,flesh,$.entries[164].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_NR_XMX_R_A,155,exact,morph_candidate,fl_eyelids_NR_XMX_R_A,flesh,$.entries[163].morph,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyes_NL_XXX_B_F,155,exact,morph_candidate,fl_eyes_NL_XXX_B_F,skeletal,$.entries[77].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NL_XXX_D_U,155,exact,morph_candidate,fl_eyes_NL_XXX_D_U,skeletal,$.entries[75].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NL_XXX_N_W,155,exact,morph_candidate,fl_eyes_NL_XXX_N_W,skeletal,$.entries[78].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NL_XXX_R_A,155,exact,morph_candidate,fl_eyes_NL_XXX_R_A,skeletal,$.entries[76].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NR_XXX_B_F,155,exact,morph_candidate,fl_eyes_NR_XXX_B_F,skeletal,$.entries[81].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NR_XXX_D_U,155,exact,morph_candidate,fl_eyes_NR_XXX_D_U,skeletal,$.entries[79].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NR_XXX_N_W,155,exact,morph_candidate,fl_eyes_NR_XXX_N_W,skeletal,$.entries[82].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_eyes_NR_XXX_R_A,155,exact,morph_candidate,fl_eyes_NR_XXX_R_A,skeletal,$.entries[80].morph,cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593]
fl_lip_NL_XCX_B_F,155,exact,morph_candidate,fl_lip_NL_XCX_B_F,flesh,$.entries[395].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XCX_D_U,155,exact,morph_candidate,fl_lip_NL_XCX_D_U,flesh,$.entries[393].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XCX_N_W,155,exact,morph_candidate,fl_lip_NL_XCX_N_W,flesh,$.entries[396].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XCX_R_A,155,exact,morph_candidate,fl_lip_NL_XCX_R_A,flesh,$.entries[394].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XLX_B_F,155,exact,morph_candidate,fl_lip_NL_XLX_B_F,flesh,$.entries[383].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XLX_D_U,155,exact,morph_candidate,fl_lip_NL_XLX_D_U,flesh,$.entries[381].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_lip_NL_XLX_N_W,155,exact,morph_candidate,fl_lip_NL_XLX_N_W,flesh,$.entries[384].morph,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
